"Polarized Data for B=1.5T, filter rotated 0, 30, 60, 90 from noon to 3 on a clockface"
Wavelength(A)_MDPX,"Signal Strength, theta=0","Signal Strength, theta=30","Signal Strength, theta=60","Signal Strength, theta=90"
4461.181608244959,-0.01778318016124134,-0.009044039322679021,0.00116114070542523,-0.014900310445224895
4461.203844839432,-0.017321181441240775,-0.019695676478247565,-0.024941786974606608,-0.03263592797413542
4461.226081433905,-0.02232616757458021,-0.02398199793603057,0.002187804527648704,-0.014361311938557572
4461.24831802838,-0.011340864676789037,-0.0028583897937825876,-0.015701812574595332,-0.02090629380523222
4461.270554622853,-0.018168179094575142,-0.015512021402686907,-0.007334502423474019,0.0001916477414601737
4461.292791217326,-0.029256148374588665,-0.02154367135824982,-0.01606114491237355,-0.023472953360790905
4461.315027811799,0.014582396834353688,0.008768577992898258,0.026904736047678842,0.002629974319240925
4461.337264406273,-0.021171170774578803,-0.01841234670046822,-0.01808880596126491,-0.015747308098559266
4461.359501000747,-0.03852178937015552,-0.03635329699382344,-0.04750272446796745,-0.029709936080798513
4461.38173759522,-0.011263864890122276,-0.015512021402686909,-0.011389824521256742,-0.008047329431883207
4461.403974189694,-0.02378916352124866,-0.01759101564268944,-0.02242646061015909,-0.0213426259296772
4461.426210784167,-0.010288534259009975,-0.007093378060454419,-0.013340485783481343,-0.007431331138549123
4461.448447378641,-0.034440800676817214,-0.038226958469381275,-0.042934070459072986,-0.039437575796365934
4461.470683973113,-0.006079212587893732,-0.010327369100458363,-0.007642501570141062,0.0019883094303512535
4461.492920567588,-0.0233271648012481,-0.027395655144923623,-0.028201444610166132,-0.016619972347449215
4461.515157162061,-0.05371641393906294,-0.04746693286939255,-0.03541375796128604,-0.04739422041859786
4461.537393756535,-0.013727858063458614,-0.014228691624907563,-0.016009811721262382,-0.024448283991903207
4461.559630351008,-0.031874141121258526,-0.02282700113602916,-0.01985980105460041,-0.01926363168967466
4461.581866945481,-0.04511810442794134,-0.04641460245161348,-0.03875041538351233,-0.0402845734497003
4461.604103539956,-0.02404582947680453,-0.005322382967118926,-0.007000836681251389,-0.010536989200775133
4461.626340134429,-0.011854196587900774,0.012849566686236569,0.015637100598776214,-0.005840002214102738
4461.648576728902,-0.030051812836811853,-0.03260597404270776,-0.046655726814633085,-0.03671691666747373
4461.670813323375,-0.00772187470345129,-0.009223705491568129,-0.027097781001275904,-0.02295962144967917
4461.693049917849,-0.02158183630346819,-0.027292988762701278,-0.020604132325712423,-0.018031635103006493
4461.715286512323,-0.022377500765691387,-0.035634632318267,-0.022272461036825574,-0.015695974907448087
4461.737523106796,-0.015781185707905564,-0.0007793955537800524,-0.0064105049834728926,-0.008047329431883207
4461.75975970127,-0.04067778339682482,-0.020260341580470475,-0.0325647658546159,-0.02840093970746358
4461.781996295743,0.016738390861022984,-0.014742023536019302,-0.003587179472358338,-0.005172670729657479
4461.804232890217,-0.036365795343486225,-0.021826003909361274,-0.012929820254591955,-0.04218390152081373
4461.826469484689,-0.03051381155681242,-0.035660298913822594,-0.007077836467918151,-0.01697930468522743
4461.848706079164,-0.032284806650147914,-0.037739293153825126,-0.03916108091240172,-0.03756391432080809
4461.870942673637,-0.0053348813167817125,-0.023699665384919112,-0.014700815347927451,-0.020315962107453723
4461.8931792681105,-0.006541211307894295,0.007639247788452436,-0.005435174352360591,0.006710963012579235
